booktitle,author,key,title
,James C. Browne,journals/cacm/Browne62,Algorithm 132: Quantum mechanical integrals over all Slater-type integrals.
,Avishek Anand,phd/dnb/Anand13,Indexing methods for web archives.
,Raymond Y. K. Lau,journals/expert/BrownAL15,Predictive [Guest editors' introduction].
IJCAI,Sharon Sickel,conf/ijcai/ClarkS77,Predicate Logic: A Calculus for the Formal Derivation of Programs.
COMPSAC Workshops,Jie Zhang,conf/compsac/WangWGLWZ15,Formal Modeling and Verification of the Safety Critical Fire-Fighting Control System.
SIGIR,Sebastian Michel,conf/sigir/StuparM11,"Picasso - to sing, you must close your eyes and draw."
,Venu Dasigi,journals/ijis/Dasigi94a,Logical form generation as abduction: Part II. A dual-route parsimonious covering approach.
,John Tait,journals/ipm/LiangDT07,Investigating sentence weighting components for automatic summarisation.
,Ja-Ling Wu,journals/tcom/LinW05,On error detection and error synchronization of reversible variable-length codes.
ASSETS,Vicki L. Hanson,conf/assets/MontagueNH14,Motor-impaired touchscreen interactions in the wild.
Bridging@CADE,Steffen Hölldobler,conf/cade/Holldobler15,Weak Completion Semantics and its Applications in Human Reasoning.
,Geoffrey E. Hinton,journals/pami/MayrazH02,Recognizing Handwritten Digits Using Hierarchical Products of Experts.
ACII,Abdullah Mueen,conf/acii/YamauchiXBM15,Dynamic time warping: A single dry electrode EEG study in a self-paced learning task.
,Masato Okada,journals/neco/TakiyamaO11,Detection of Hidden Structures in Nonstationary Spike Trains.
PAKDD,Yunbo Cao,conf/pakdd/XuBYC07,Using Social Annotations to Smooth the Language Model for IR.
ISM,Shu-Ching Chen,conf/ism/ChatterjeeC06,Affinity Hybrid Tree: An Indexing Technique for Content-Based Image Retrieval in Multimedia Databases.
,Felix V. Agakov,journals/neco/WilliamsA02,Products of Gaussians and Probabilistic Minor Component Analysis.
,Wolfgang Benn,journals/vjcs/ZimniakGB15,Predicting database workloads through mining periodic patterns in database audit trails.
WCCI Causation and Prediction Challenge,Chih-Jen Lin,journals/jmlr/ChangL08,Feature Ranking Using Linear SVM.
TPCTC,Xiaojun Ye,conf/tpctc/ZhaoY13,A Practice of TPC-DS Multidimensional Implementation on NoSQL Database Systems.
,Ruimin Shen,journals/fiee/XiaSLS15,Potential for Augmented Reality in Education: An Overview.
ICCA,Jian Wang,conf/icca/LiYW10,Parametrization controller design subject to finite channel rate and memoryless coding scheme.
,V. S. Subrahmanian,journals/corr/abs-1303-5735,Non-monotonic Negation in Probabilistic Deductive Databases
,Terry J. Anderson,journals/air/BiMA06,Combining rough decisions for intelligent text mining using Dempster's rule.
INTERSPEECH,Renato de Mori,conf/interspeech/EsteveRBM03,Conceptual decoding for spoken dialog systems.
,Vandana Pursnani Janeja,journals/tkde/ShiJ11,Anomalous Window Discovery for Linear Intersecting Paths.
,Dongdai Lin,journals/dcc/0002L16,Separating invertible key derivations from non-invertible ones: sequential indifferentiability of 3-round Even-Mansour.
ICML,Michael L. Littman,conf/icml/JiangL00,Approximate Dimension Equalization in Vector-based Information Retrieval.
IAS,Charles E. Thorpe,conf/ias/Thorpe89,Outdoor Visual Navigation for Autonomous Robots.
Encyclopedia of Optimization,Wanpracha Art Chaovalitwongse,reference/opt/FanC09,Deterministic and Probabilistic Optimization Models for Data Classification.
IJCAI,Wolfgang Bibel,conf/ijcai/Bibel97,Let's Plan It Deductively!
CVPR (1),Terrance E. Boult,conf/cvpr/MichealsB01,Efficient Evaluation of Classification and Recognition Systems.
PODS,John T. Robinson,conf/pods/KorthKNR83,A Framework for Understanding Distributed (Deadlock Detection) Algorithms.
NIPS,Christof Koch,conf/nips/HoriuchiLMK90,A Delay-Line Based Motion Detection Chip.
IJCAI,James R. Meehan,conf/ijcai/Meehan77,"TALE-SPIN, An Interactive Program that Writes Stories."
,Gustavo Alonso,journals/vlc/PautassoA05,The JOpera visual composition language.
KDD,Michael Hay,conf/kdd/NevilleJFH03,Learning relational probability trees.
,William Stafford Noble,journals/bmcbi/MelvinWLN08,Combining classifiers for improved classification of proteins from sequence or structure.
ICEIS (1),Maria E. Orlowska,conf/iceis/CarterO07,On correctness criteria for workflow.
Middleware Demo & Poster Track,Fangchun Yang,conf/middleware/MaWSZY13,Predicting unknown QoS value with QoS-Prophet.
AAAI,Randall Davis,conf/aaai/EisensteinBD08,Discourse Topic and Gestural Form.
,Lukasz Ziarek,journals/tmc/YanCAKKKZ16,RTDroid: A Design for Real-Time Android.
AAAI,C. Lee Giles,conf/aaai/CarageaWGG16,Document Type Classification in Online Digital Libraries.
CoreGRID Workshop - Making Grids Work,Marios D. Dikaiakos,conf/coregrid/Zeinalipour-YaztiNGD07,Failrank: Towards a Unified Grid Failure Monitoring and Ranking System.
VLDB,Alexandros Ntoulas,conf/vldb/ChoN02,Effective Change Detection Using Sampling.
,Kate Saenko,journals/corr/VenugopalanRDMD15,Sequence to Sequence - Video to Text.
CIDR,Stefan Manegold,conf/cidr/MuhleisenKM15,Capturing the Laws of (Data) Nature.
,Elisa Bertino,journals/iacr/KunduAB12,"Efficient Leakage-free Authentication of Trees, Graphs and Forests."
,Steven Pemberton,journals/ercim/Pemberton15,Interfaces to the Internet of Things with XForms.
ICDE,David Carlson,conf/icde/Carlson09,Why Can't I Find My Data the Way I Find My Dinner?
ISMIS,Antonio Badia,conf/ismis/Badia99,Extending Description Logics with Generalized Quantifikation.
NIPS,Robert E. Schapire,conf/nips/CollinsDS01,A Generalization of Principal Components Analysis to the Exponential Family.
,Ming-Syan Chen,journals/corr/ShenYHLC15,Socio-Spatial Group Queries for Impromptu Activity Planning.
WWW,Min Wang,conf/www/ShenWLW12,LINDEN: linking named entities with knowledge base via semantic knowledge.
,Michaël Rusinowitch,journals/tcs/ChevalierR10,Symbolic protocol analysis in the union of disjoint intruder theories: Combining decision procedures.
BTW,Frank Leymann,conf/btw/Leymann95,Supporting Business Transactions Via Partial Backward Recovery In Workflow Management Systems.
,Tak-Wai Chan,journals/ets/ChenLLSC12,Utilizing a Collaborative Cross Number Puzzle Game to Develop the Computing Ability of Addition and Subtraction.
,Leif H. Finkel,journals/ijon/NafzigerYF99,Psychophysical determination of the spatial connectivity function in a model of contour salience.
ICSI (2),Yu Yang,conf/icsi/LiZY14,Research on Route Obstacle Avoidance Task Planning Based on Differential Evolution Algorithm for AUV.
Web Intelligence,Jan-Ming Ho,conf/webi/YangH06,Proof: A DHT-Based Peer-to-Peer Search Engine.
Australasian Conference on Artificial Intelligence,Mehmet A. Orgun,conf/ausai/RamachandranNO10,Belief Erasure Using Partial Imaging.
ICCD,Francisco Tirado,conf/iccd/MorenoPPT00,A Power Perspective of Value Speculation for Superscalar Microprocessors.
World Haptics,Darwin G. Caldwell,conf/haptics/Garcia-HernandezSTC11,Orientation discrimination of patterned surfaces through an actuated and non-actuated tactile display.
,Tore Risch,journals/vldb/FahlR97,Query Processing Over Object Views of Relational Data.
,Peifa Jia,journals/ijon/YangXJ13,Effective search for genetic-based machine learning systems via estimation of distribution algorithms and embedded feature reduction techniques.
,Alan S. Willsky,journals/tmi/TsaiYWTTFGW03,A Shape-Based Approach to the Segmentation of Medical Imagery Using Level Sets.
MICCAI (2),Nassir Navab,conf/miccai/WangTHBEGN08,Long Bone X-Ray Image Stitching Using Camera Augmented Mobile C-Arm.
ESANN,John Hallam,conf/esann/PatelMH06,Evolving multi-segment 'super-lamprey' CPG's for increased swimming control.
Winter Simulation Conference,Nilufer Onder,conf/wsc/TangMO13,Construction schedule simulation for improved project planning: Activity criticality index assessment.
,Joseph O'Rourke,journals/ijcga/ORourke04,Computational Geometry Column 45.
,Xiaoou Tang,journals/pami/LiuLYT10,Unsupervised Object Segmentation with a Hybrid Graph Model (HGM).
SIGMOD Conference,Christoph Koch 0001,conf/sigmod/Trummer016,A Fast Randomized Algorithm for Multi-Objective Query Optimization.
AAAI,Tuomas Sandholm,conf/aaai/LikhodedovS04,Methods for Boosting Revenue in Combinatorial Auctions.
,Ralf Steinmetz,journals/tomccap/Steinmetz12b,Editorial.
CollaborateCom,Schahram Dustdar,conf/colcom/KhazankinSD12,Optimized execution of business processes on crowdsourcing platforms.
,Warren B. Powell,journals/siamjo/RyzhovP12,Information Collection for Linear Programs with Uncertain Objective Coefficients.
CogSci,Richard M. Shiffrin,conf/cogsci/KachergisCS12,Dynamic Effects of Perceptual and Categorical Similarity on Recognition Memory.
CIKM,Dimitri Theodoratos,conf/cikm/WuT08,Evaluating partial tree-pattern queries on XML streams.
ESCQARU,Jérôme Mengin,conf/ecsqaru/WilsonM99,Logical Deduction Using the Local Computation Framework.
,Fei-Yue Wang,journals/tits/Wang14d,Scanning the Issue and Beyond: Computational Transportation and Transportation 5.0.
Programming Environments for Parallel Computing,Hidehiko Tanaka,conf/pepc/TatemuraKT92,HyperDEBU: A Multiwindow Debugger for Parallel Logic Programs.
ICDE,Rajiv Mehrotra,conf/icde/GroskyNM89,A Pictorial Index Mechanism for Model-Based Matching.
,Brendan J. Frey,journals/neco/GivoniF09,A Binary Variable Model for Affinity Propagation.
CIKM,Justin Zobel,conf/cikm/PeelWZ11,Collection-based compression using discovered long matching strings.
PPSN,Marco Dorigo,conf/ppsn/ZlochinD02,Model-Based Search for Combinatorial Optimization: A Comparative Study.
,Ciamac Cyrus Moallemi,journals/mansci/DesaiFM12,Pathwise Optimization for Optimal Stopping Problems.
,Benjamin W. Wah,journals/jmm2/LiILW09,Guest Editors' Introduction: Advances in Interactive Digital Entertainment Technologies.
IC2E Workshops,Bingsheng He,conf/ic2e/NiuH16,A Study of Big Data Computing Platforms: Fairness and Energy Consumption.
ICOIN,Shoichi Noguchi,conf/icoin/Noguchi01,Future Information Technology and New Social Model.
CICLing,Hae-Chang Rim,conf/cicling/KwakPLR04,Probabilistic Shift-Reduce Parsing Model Using Rich Contextual Information.
Agents,Paul R. Cohen,conf/agents/OatesSC00,Identifying qualitatively different outcomes of actions: gaining autonomy through learning.
ANNPR,Günther Palm,conf/annpr/GayarSP06,A Study of the Robustness of KNN Classifiers Trained Using Soft Labels.
Euro-Par,Christos Kozyrakis,conf/europar/ZmilyKK05,Improving Instruction Delivery with a Block-Aware ISA.
,Vipin Kumar,journals/ijpp/RaoK87,Parallel depth first search. Part I. Implementation.
SIGMETRICS,Douglas W. Cornell,conf/sigmetrics/YuDRIC85,Modelling of Centralized Concurrency Control in a Multi-System Environment.
iiWAS,Stéphane Bressan,conf/iiwas/DoshiMB11,Modelling and analysis of shipping networks from online maritime schedules.
,Alex Pentland,journals/corr/abs-1111-4650,Trends Prediction Using Social Diffusion Models
KES (2),Liang Chen,conf/kes/XuSC05,Fuzzy Logic Experience Model in Human Resource Management.
DASFAA Workshops,Stéphane Bressan,conf/dasfaa/Bressan09,Current Approaches to XML Benchmarking.
,Wojciech M. Golab,journals/dc/DanekG10,Closing the complexity gap between FCFS mutual exclusion and mutual exclusion.
,Weixiong Zhang,journals/tcbb/GanGZZ14,Identifying Cis-Regulatory Elements and Modules Using Conditional Random Fields.
ICWL,Jianhua Feng,conf/icwl/GuoZGZF04,Build Presentation Layer for Semantic Contents.
,Romeo Rizzi,journals/tcs/CicaleseMR15,On the complexity of the vector connectivity problem.
,Alex Pentland,journals/pami/MoghaddamP97,Probabilistic Visual Learning for Object Representation.
,Changshui Zhang,journals/tsmc/XiangNPZ11,Regression Reformulations of LLE and LTSA With Locally Linear Transformation.
FPT,Xin Liu,conf/fpt/HouYHL13,The architecture and placement algorithm for a uni-directional routing based 3D FPGA.
AIRS,Bin Wang 0004,conf/airs/LuZLZW12,Exploiting and Exploring Hierarchical Structure in Music Recommendation.
ICDE Workshops,Ira Assent,conf/icde/Assent10,Mining and representing recommendations in actively evolving recommender systems.
ANTS Workshop,Marco Dorigo,conf/antsw/BalaprakashBSD06,Incremental Local Search in Ant Colony Optimization: Why It Fails for the Quadratic Assignment Problem.
Multikonferenz Wirtschaftsinformatik,Nenad Stojanovic,conf/mkwi/NamiriS08,Towards A Formal Framework for Business Process Compliance.
,Murray Shanahan,journals/ai/Shanahan00,"Review: M. Shanahan, Solving the Frame Problem."
ICDCS,Chita R. Das,conf/icdcs/PatankarNKD08,Exploring Anti-Spam Models in Large Scale VoIP Systems.
STOC,Moshe Y. Vardi,conf/stoc/CosmadakisGKV88,Decidable Optimization Problems for Database Logic Programs (Preliminary Report)
AAMAS,Peter Stone,conf/atal/GenterS16,Adding Influencing Agents to a Flock.
IROS,Roland Siegwart,conf/iros/WeingartenS05,EKF-based 3D SLAM for structured environment reconstruction.
ASIACCS,Wenliang Du,conf/ccs/HaoSD13,On the effectiveness of API-level access control using bytecode rewriting in Android.
SoCC,Yingyi Bu,conf/cloud/Bu13,Pregelix: dataflow-based big graph analytics.
IPPS,D. T. Lee,conf/ipps/AndrewsACL95,Parallel algorithms for maximum matching in interval graphs.
,Tom Costello,journals/itpro/Costello12b,Who Owns Applications?
,Yang Xiang,journals/cj/WangWCZX11,The Microcosmic Model of Worm Propagation.
TIME,Romeo Rizzi,conf/time/CominPR14,A Tractable Generalization of Simple Temporal Networks and Its Relation to Mean Payoff Games.
,Sujay Sanghavi,journals/corr/abs-cs-0612075,Intermediate Performance of Rateless Codes
ICDE,Dimitris Papadias,conf/icde/SacharidisPP09,Topologically Sorted Skylines for Partially Ordered Domains.
CISIS,Minyi Guo,conf/cisis/WangSTG10,xMozart: A Novel Platform for Intelligent Task Migration.
CVPR,Fredrik Kahl,conf/cvpr/SvarmEOK14,Accurate Localization and Pose Estimation for Large 3D Models.
SIGMOD Conference,Yinghui Wu,conf/sigmod/FanLWW12,Query preserving graph compression.
ICDM Workshops,Einoshin Suzuki,conf/icdm/TakanoS11,New Object Detection for On-board Robot Vision by Lifting Complex Wavelet Transforms.
SDM,Tim Oates,conf/sdm/LiLO12,Visualizing Variable-Length Time Series Motifs.
BMVC,Wenjun Zhang 0001,conf/bmvc/ZhuZYZZZ12,Image Classification by Hierarchical Spatial Pooling with Partial Least Squares Analysis.
Encyclopedia of Information Science and Technology (IV),Michael N. Huhns,books/idea/encyclopedia2005/GhenniwaH05,Marketplace Architecture for Enterprise Integration.
ASICON,Xiaofang Zhou,conf/asicon/HuaiSZ11,Wideband spectrum sensing using the all-phase FFT.
,Jehoshua Bruck,journals/corr/GadLKLJB14,Asymmetric Error Correction and Flash-Memory Rewriting using Polar Codes.
International Conference on Internet Computing (1),Víctor Fresno,conf/ic/RibeiroF01,A Multi Criteria Function to Concept Extraction in HTML Environment.
AFIPS National Computer Conference,Eric D. Carlson,conf/afips/ManteyC75,Integrated data bases for municipal decision-making.
WOWMOM,Ali R. Hurson,conf/wowmom/YangH05,Supporting Semantic-Based Multimedia Data Access in Ad Hoc Networks.
,Xiaoming Sun,journals/tcs/ZhangS09,The antimagicness of the Cartesian product of graphs.
IEA/AIE,Victor J. Rayward-Smith,conf/ieaaie/Al-HarbiR03,The Use of a Supervised k-Means Algorithm on Real-Valued Data with Applications in Health.
WOA,Cristina Baroglio,conf/woa/CapuzzimatiBB14,Social Relationships for Designing Agent Interaction in JADE.
GLOBECOM,Li Wang,conf/globecom/LiuCCW14,On optimizing energy efficiency in multi-radio multi-channel wireless networks.
ICASSP,William M. Campbell,conf/icassp/GreenfieldC13,Link prediction methods for generating speaker content graphs.
PKDD,Marc M. Van Hulle,conf/pkdd/DijckH07,Speeding Up Feature Subset Selection Through Mutual Information Relevance Filtering.
MFCS,Michaël Rusinowitch,conf/mfcs/AnantharamanNR03,ACID-Unification Is NEXPTIME-Decidable.
ICNS,Harrick M. Vin,conf/icns/GorinskyV08,Effairness: Dealing with Time in Congestion Control Evaluation.
ICPR,Narendra Ahuja,conf/icpr/AggarwalA00b,Estimating Sensor Orientation in Cameras.
NIPS,Timothy T. Rogers,conf/nips/RaoCNR13,Sparse Overlapping Sets Lasso for Multitask Learning and its Application to fMRI Analysis.
ECCV (2),Sinisa Todorovic,conf/eccv/BrendelT10,Activities as Time Series of Human Postures.
NIPS,Larry A. Akers,conf/nips/WalkerHAA88,"Training a Limited-Interconnect, Synthetic Neural IC."
,Ernesto Damiani,journals/jcs/Damiani08,Guest Editorial.
IROS,Roland Siegwart,conf/iros/FankhauserBLS11,Modeling and decoupling control of the coax micro helicopter.
AAAI,Wei Liu 0005,conf/aaai/GongTYL16,Teaching-to-Learn and Learning-to-Teach for Multi-label Propagation.
